site,scenario,year,proposal_id,proposal_label,intervention,support,measure,metric_column,value,notes,last_updated
city,positive,180,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,229338,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,0,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,0,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,0,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,920,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,0,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,0,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,0,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,0,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1160,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,0,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,0,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,0,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,0,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,269,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,0,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1150,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,0,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,30,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,0,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,5434,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,0,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,2231,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,10,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,10,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,10,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,1242,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,10,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,10,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,163,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,10,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,1,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,10,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1146,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,10,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,10,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,10,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,10,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,379,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,10,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1136,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,10,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,367,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,10,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,5351,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,10,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,3853,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,30,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,19,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,30,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,166,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,30,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,1649,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,30,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,81,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,30,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,352,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,30,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,3,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,30,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1059,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,30,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,2,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,30,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,30,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,30,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,818,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,30,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1049,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,30,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,883,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,30,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,39603,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,30,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,4960,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,60,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,64,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,60,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,1515,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,60,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,2461,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,60,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,1461,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,60,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,472,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,60,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,7,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,60,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,619,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,60,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,25,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,60,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,60,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,60,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,3376,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,60,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,609,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,60,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,2083,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,60,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,10507,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,60,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,21187,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,90,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,94,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,90,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,2902,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,90,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,3288,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,90,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,4266,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,90,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,583,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,90,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,9,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,90,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1160,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,90,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,44,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,90,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,90,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,90,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,6913,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,90,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1150,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,90,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,2887,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,90,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,4606,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,90,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,38769,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,120,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,120,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,120,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,3818,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,120,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,3796,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,120,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,6648,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,120,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,583,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,120,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,9,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,120,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1160,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,120,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,44,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,120,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,120,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,120,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,5842,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,120,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1150,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,120,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,3572,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,120,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,11272,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,120,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,34102,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,150,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,144,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,150,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,5490,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,150,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,4267,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,150,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,10661,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,150,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,583,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,150,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,9,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,150,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1160,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,150,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,44,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,150,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,150,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,150,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,5457,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,150,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1150,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,150,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,4370,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,150,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,14554,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,150,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,49596,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,180,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,193,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,180,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,6658,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T20:01:24+11:00
city,trending,180,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,4726,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T20:01:24+11:00
city,trending,180,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,14548,Brown roof and living facade roughening counted together.,2026-03-29T20:01:24+11:00
city,trending,180,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,583,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,180,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,9,Ageing feature retained in place without collapse zone.,2026-03-29T20:01:24+11:00
city,trending,180,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,1160,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,180,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,44,Ageing feature can senesce and collapse in place.,2026-03-29T20:01:24+11:00
city,trending,180,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,180,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T20:01:24+11:00
city,trending,180,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,4039,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T20:01:24+11:00
city,trending,180,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,1150,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,180,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,5636,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T20:01:24+11:00
city,trending,180,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,12135,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
city,trending,180,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,47884,Assumes pruning withdrawn from canopy.,2026-03-29T20:01:24+11:00
